seq,rank,name,industry,headquarters,country,ceo,founded,employees,revenue($M),profits($M),assets($M),mkt_value($M),forbes_webpage
653,653,ASE Technology Holding,Semiconductors,Kaohsiung City,Taiwan,Chien Shen Chang,1984,"68,000","21,310","2,290","24,320","14,500",ase-technology-holding
654,654,JFE Holdings,Materials,Tokyo,Japan,Koji Kakigi,2002,"64,371","36,460","2,470","45,340","7,250",jfe-holdings
655,655,DTE Energy,Utilities,"Detroit, Michigan",United States,Jerry Norcia,1996,"10,000","15,460",905,"39,720","26,510",dte-energy
656,656,China Hongqiao Group,Materials,Binzhou,China,Bo Zhang,1994,"42,650","17,760","2,490","29,560","12,760",china-hongqiao-group
657,657,NXP Semiconductors,Semiconductors,Eindhoven,Netherlands,Kurt Sievers,2006,"31,000","11,060","1,870","21,250","44,830",nxp-semiconductors
658,658,Western Digital,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment","San José, California",United States,David V. Goeckeler,1970,"65,000","18,940","1,990","26,020","15,480",western-digital
659,659,Booking Holdings,"IT, Internet, Software & Services","Norwalk, Connecticut",United States,Glenn D. Fogel,1996,"3,700","10,960","1,170","23,640","90,520",booking
660,660,Aeon,Food Markets,Chiba,Japan,Motoya Okada,1926,na,"78,170",58,"101,000","16,110",aeon
661,661,First Republic Bank,Banking,"San Francisco, California",United States,Michael J. Roffler,1985,"6,295","5,530","1,540","187,120","28,210",first-republic-bank
662,662,Lufax Holding,IT Software & Services,Shanghai,China,na,2005,"87,240","9,670","2,600","56,550","13,520",lufax-holding
663,663,Atlas Copco,"Engineering, Manufacturing",Nacka,Sweden,Mats Rahmström,1873,"43,000","12,920","2,110","15,100","61,420",atlas-copco
664,664,Fidelity National Information (FIS),"IT, Internet, Software & Services","Jacksonville, Florida",United States,Gary Norcross,2006,"55,000","13,880",417,"82,930","61,050",fidelity-national-information-fis
665,665,Mitsubishi Chemical,Chemicals,Tokyo,Japan,Jean-Marc Gilson,2005,"69,607","34,610","1,480","47,400","8,740",mitsubishi-chemical
666,666,Edp-energias De Portugal,Utilities,Lisbon,Portugal,Miguel Stilwell de Andrade,1976,"12,236","17,860",776,"57,990","19,630",edp-energias-de-portugal
667,666,Kyocera,Technology Hardware & Equipment,Kyoto,Japan,Goro Yamaguchi,1959,"78,490","16,220","1,330","31,040","19,160",kyocera
668,668,Xiamen C&D,Trading Companies,Xiamen,China,Yong Da Zheng,1998,"26,761","109,610",945,"94,530","6,020",xiamen-cd
669,669,AutoZone,Retail and Wholesale,"Memphis, Tennessee",United States,"William C. Rhodes, III",1979,"112,000","15,600","2,410","14,080","42,880",autozone
670,670,China Taiping Insurance,Insurance,Hong Kong,Hong Kong,Zhao Jun Yin,1931,"68,446","40,910",966,"174,920","4,360",china-taiping-insurance
671,671,Cenovus Energy,"Construction, Oil & Gas Operations, Mining and Chemicals",Calgary,Canada,Alex Pourbaix,2009,"5,938","36,980",468,"43,430","34,250",cenovus-energy
672,671,Neste,Oil & Gas Operations,Espoo,Finland,Matti Lehmus,1948,"4,845","17,910","2,090","14,190","36,310",neste
673,673,Porsche Automobil Holding,Consumer Durables,Stuttgart,Germany,Hans Dieter Pötsch,1930,882,151,"5,400","47,830","27,210",porsche-automobil-holding
674,674,H&M - Hennes & Mauritz,"Clothing, Shoes, Sports Equipment",Stockholm,Sweden,Helena Helmersson,1947,"107,375","23,850","1,410","19,630","22,040",hm-hennes-mauritz
675,675,RELX,Business Services & Supplies,London,United Kingdom,Erik Engstrom,1903,"33,500","9,960","2,020","18,770","59,180",relx
676,676,PG&E,Utilities,"San Francisco, California",United States,Patricia K. Poppe,1995,"26,000","20,640",-88,"111,750","24,110",pge
677,677,Republic Services,Utilities,"Phoenix, Arizona",United States,Jon Vander Ark,1998,"35,000","11,300","1,290","24,950","41,810",republic-services
678,678,Ross Stores,Retailing,"Dublin, California",United States,Barbara Rentler,1982,"100,000","18,920","1,720","14,620","36,350",ross-stores
679,679,WEC Energy Group,Utilities,"Milwaukee, Wisconsin",United States,Scott Lauber,1981,"6,938","8,320","1,300","39,870","32,800",wec-energy-group
680,680,Cardinal Health,Health Care Equipment & Services,"Dublin, Ohio",United States,Mike Kaufmann,1971,"29,000","171,290",555,"43,680","17,060",cardinal-health
681,681,CarMax,Retailing,"Richmond, Virginia",United States,Bill Nash,1993,"32,647","31,900","1,150","26,670","14,610",carmax
682,681,China Development Financial,Banking,Taipei,Taiwan,Ming Yang Wang,2001,"13,197","12,760","1,250","125,010","10,520",china-development-financial
683,683,Riyad Bank,Banking,Riyadh,Saudi Arabia,Tariq Abdulrahman Saleh Al-Sadhan,1983,"5,214","3,230","1,610","86,760","31,760",riyad-bank
684,684,Thomson Reuters,Media & Advertising,"Eagan, Minnesota",United States,Steve Hasker,2008,"24,400","6,350","5,710","22,150","49,810",thomson-reuters
685,684,Transneft,Oil & Gas Operations,Moscow,Russia,Nikolay Petrovich Tokarev,1993,na,"14,110","2,360","46,080","10,130",transneft
686,686,Ferguson,Trading Companies,Wokingham,United Kingdom,Kevin M. Murphy,1887,"34,352","22,740","1,860","14,100","29,610",ferguson
687,686,IQVIA,Drugs & Biotechnology,"Durham, North Carolina",United States,Ari Bousbib,1982,"79,000","13,870",966,"24,690","43,560",iqvia
688,688,Hong Kong Exchanges,Diversified Financials,Hong Kong,Hong Kong,Alejandro Nicolas Aguzin,2000,"2,307","2,690","1,610","51,220","54,130",hong-kong-exchanges
689,689,PPG,"Construction, Oil & Gas Operations, Mining and Chemicals","Pittsburgh, Pennsylvania",United States,Michael H. McGarry,1883,"14,800","17,230","1,080","21,890","31,370",ppg
690,690,Legend Holding,Technology Hardware & Equipment,Beijing,China,Peng Li,1984,"75,000","75,970",889,"106,800","2,810",legend-holding
691,691,Ecolab,Business Services & Supplies,"Saint Paul, Minnesota",United States,Christophe Beck,1923,"47,000","12,730","1,130","21,210","50,160",ecolab
692,691,Sinopharm Group,Drugs & Biotechnology,Shanghai,China,Zhi Ming Li,2003,"113,234","80,800","1,200","52,630","6,770",sinopharm-group
693,693,Luxshare Precision Industry,Technology Hardware & Equipment,Dongguan,China,Lai Chun Wang,2004,"137,284","23,870","1,030","18,250","31,700",luxshare-precision-industry
694,694,Seazen Group,Construction,Shanghai,China,Xiao Ping Lü,1996,"32,105","26,400","1,330","85,060","2,860",seazen-group
695,695,Global Payments,Business Services & Supplies,"Atlanta, Georgia",United States,Jeffrey Steven Sloan,2000,"25,000","8,520",965,"45,280","37,870",global-payments
696,696,China Energy Engineering,Construction,Beijing,China,Hong Shui Sun,2014,"115,325","49,750","1,010","82,980","4,170",china-energy-engineering
697,697,Safran,Aerospace & Defense,Paris,France,Olivier Andriès,1984,"76,800","17,890",50,"47,440","52,260",safran
698,698,S&P Global,na,"New York, New York",United States,Douglas L. Peterson,1888,"22,850","8,300","3,020","15,030","131,750",sp-global
699,699,Huntington Bank,Banking,"Columbus, Ohio",United States,Stephen D. Steinour,1866,"18,442","6,420","1,220","176,860","19,880",huntington-bank
700,700,Arch Capital Group,Insurance,Pembroke,Bermuda,Marc Grandisson,1995,"5,200","8,880","2,140","37,490","17,860",arch-capital-group
701,701,Jackson Financial,Diversified Financials,"Lansing, Michigan",United States,Laura L. Prieskorn,na,"3,500","8,850","3,440","375,480","3,930",jackson-financial
702,702,Bank Leumi,Banking,Tel Aviv,Israel,Chanan Friedman,1902,"8,516","5,820","1,870","210,920","15,870",bank-leumi
703,703,Trane Technologies,"Engineering, Manufacturing",Dublin,Ireland,Dave S. Regnery,1885,"39,557","14,140","1,420","18,060","34,770",trane-technologies
704,703,Veolia Environnement,Utilities,Paris,France,Antoine Frérot,1853,"220,000","33,700",477,"60,360","21,200",veolia-environnement
705,705,O'Reilly Automotive,Retailing,"Springfield, Missouri",United States,Gregory D. Johnson,1957,"83,636","13,330","2,160","12,390","46,920",oreilly-automotive
706,706,Biogen,Drugs & Biotechnology,"Cambridge, Massachusetts",United States,Michel Vounatsos,1978,"9,610","10,350","1,560","23,880","30,860",biogen-idec
707,707,Publicis Groupe,Media & Advertising,Paris,France,Arthur Sadoun,1926,"79,051","13,870","1,210","37,350","15,810",publicis-groupe
708,708,Hanwha,Trading Companies,Seoul,South Korea,Keum Choon Soo,1952,"4,751","46,140",786,"170,240","1,700",hanwha
709,709,The Mosaic Company,"Construction, Oil & Gas Operations, Mining and Chemicals","Tampa, Florida",United States,James Calvin O'Rourke,2004,"13,000","12,360","1,630","22,040","24,170",mosaic
710,710,Bharti Airtel,Telecommunications Services,New Delhi,India,Gopal Vittal,1995,"48,600","14,980",406,"48,720","56,800",bharti-airtel
711,711,Daqin Railway,Transportation,Datong,China,Hong Chen Han,2004,"96,108","11,830","1,880","29,960","16,040",daqin-railway
712,712,Uber,IT Software & Services,"San Francisco, California",United States,Dara Khosrowshahi,2009,"29,300","17,450",-496,"38,770","60,270",uber
713,713,STMicroelectronics,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment",Geneva,Switzerland,Jean-Marc Chery,1987,"48,000","12,780","2,010","15,540","34,460",stmicroelectronics
714,714,Gemdale,Construction,Shenzhen,China,Jun Can Huang,1988,"11,763","14,320","1,340","71,520","9,580",gemdale
715,715,Ageas,Insurance,Brussels,Belgium,Hans de Cuyper,1824,"10,101","14,420",999,"125,480","9,710",ageas
716,716,Quanta Computer,Technology Hardware & Equipment,Taoyuan,Taiwan,Tzu Liang,1988,na,"40,440","1,200","25,940","11,130",quanta-computer
717,717,George Weston,Food Markets,Toronto,Canada,Galen G. Weston Jr.,1882,"215,000","43,370",596,"37,270","18,040",george-weston
718,717,Weyerhaeuser,Diversified Financials,"Federal Way, Washington",United States,Devin W. Stockfish,1900,"9,214","10,200","2,610","17,650","31,020",weyerhaeuser
719,719,Korea Electric Power,Utilities,Naju,South Korea,Seung-il Cheong,1915,na,"52,900","-4,640","177,590","11,110",korea-electric-power
720,720,Fox,Media,"New York, New York",United States,Lachlan Keith Murdoch,2015,"9,000","13,590","1,440","22,880","21,510",fox
721,721,Mitsubishi Heavy Industries,Capital Goods,Tokyo,Japan,Seiji Izumisawa,1934,"79,974","34,060",795,"44,430","11,580",mitsubishi-heavy-industries
722,722,Steel Dynamics,"Engineering, Manufacturing","Fort Wayne, Indiana",United States,Mark D. Millet,1993,"10,640","20,430","3,890","13,060","16,980",steel-dynamics
723,723,Keyence,Technology Hardware & Equipment,Osaka,Japan,Akinori Yamamoto,1972,"8,380","6,430","2,580","19,060","100,890",keyence
724,724,Longi Green Energy Technology,Semiconductors,Xi'an,China,Zhen Guo Li,2000,"46,631","11,760","1,500","16,050","51,730",longi-green-energy-technology
725,725,Reckitt Benckiser Group,Household & Personal Products,Slough,United Kingdom,Laxman Narasimhan MBA,1823,"52,303","18,200",-44,"36,500","56,350",reckitt-benckiser-group
726,726,Coal India,Materials,Kolkata,India,Pramod Agrawal,1973,"259,016","14,030","2,060","22,300","16,300",coal-india
727,727,Aisin Seiki,Consumer Durables,Kariya,Japan,Kanshiro Toyoda,1949,"118,359","35,400","1,510","34,910","8,210",aisin-seiki
728,727,Digital Realty Trust,Diversified Financials,"Austin, Texas",United States,Arthur William Stein,2004,"3,030","4,770","2,050","36,370","42,600",digital-realty-trust
729,729,Tata Motors,Consumer Durables,Mumbai,India,Günter Karl Butschek,1945,"50,837","39,040","-2,440","42,320","22,120",tata-motors
730,730,Resona Holdings,Banking,Tokyo,Japan,Kazuhiro Higashi,2001,"20,308","7,460","1,400","662,220","10,540",resona-holdings
731,730,Simon Property Group,Diversified Financials,"Indianapolis, Indiana",United States,David E. Simon,1993,"3,300","5,120","2,250","33,780","41,330",simon-property-group
732,732,Industrial Bank of Korea,Banking,Seoul,South Korea,Jong-Won Yoon,1961,"12,603","9,440","2,110","334,870","6,970",industrial-bank-of-korea
733,733,CLP Holdings,Utilities,Hong Kong,Hong Kong,Richard Kendall Lancaster,1901,"8,116","10,800","1,090","30,760","24,760",clp-holdings
734,733,National Bank of Kuwait,Banking,Kuwait City,Kuwait,Isam Jassim Al-Sager,1952,na,"3,820","1,220","110,920","25,780",national-bank-of-kuwait
735,735,SingTel,Telecommunications Services,Singapore,Singapore,Kuan Moon Yuen,1879,"22,000","11,840",776,"34,990","32,060",singtel
736,736,Coinbase,IT Software & Services,"San Francisco, California",United States,Brian Armstrong,2012,"3,730","7,840","3,150","21,270","28,640",coinbase
737,737,CenterPoint Energy,Utilities,"Houston, Texas",United States,David J. Lesar,1882,"12,901","8,350","1,490","38,480","20,040",centerpoint-energy
738,738,Saudi Arabian Mining,Materials,Riyadh,Saudi Arabia,Robert Wilt,1997,na,"7,140","1,390","27,520","44,950",saudi-arabian-mining
739,739,China Cinda Asset Management,Diversified Financials,Beijing,China,Jian De Gong,1999,"14,723","10,290","1,870","245,440","6,470",china-cinda-asset-management
740,740,Asahi Kasei,Chemicals,Tokyo,Japan,Ichiro Itoh,1931,"44,497","21,790","1,280","28,140","11,720",asahi-kasei
741,741,NEC,Technology Hardware & Equipment,Tokyo,Japan,Takayuki Morita,1899,"114,714","27,720","1,090","30,640","10,900",nec
742,742,United Airlines Holdings,Transportation,"Chicago, Illinois",United States,J. Scott Kirby,1968,"84,100","28,980","-1,980","69,040","16,810",united-airlines-holdings
743,743,MGM Resorts,Travel & Leisure,"Las Vegas, Nevada",United States,William J. Hornbuckle,1986,"59,000","9,680","1,180","44,090","17,880",mgm-resorts
744,744,DSM,"Engineering, Manufacturing",Heerlen,Netherlands,Geraldine Matchett Dimitri de Vreeze,1902,"21,358","10,880","1,980","18,210","28,700",dsm
745,745,Telkom Indonesia,Telecommunications Services,Jakarta,Indonesia,Ririek Adriansyah,1965,"20,884","10,020","1,730","19,450","31,880",telkom-indonesia
746,746,PKN Orlen,Oil & Gas Operations,P?ock,Poland,Daniel Obajtek,1999,"32,701","34,070","2,630","26,240","7,550",pkn-orlen
747,747,Guotai Junan Securities,Diversified Financials,Wanchai,China,Hong Bo Shang,1999,"15,198","6,700","2,020","113,570","11,510",guotai-junan-securities
748,748,Norsk Hydro,Materials,Oslo,Norway,Hilde Merete Aasheim,1905,"31,264","16,890","1,400","19,790","19,140",norsk-hydro
749,749,Formosa Plastics,Chemicals,Kaohsiung City,Taiwan,Chien Nan Lin,1954,na,"9,790","2,550","19,650","23,280",formosa-plastics
750,750,NRG Energy,Utilities,"Houston, Texas",United States,Mauricio Gutierrez,1989,"6,635","26,900","2,190","23,180","9,180",nrg-energy
751,751,Public Bank,Banking,Kuala Lumpur,Malaysia,Ah Lek Tay,1966,"19,000","4,510","1,360","111,080","21,180",public-bank
752,752,TCL,Technology Hardware & Equipment,Huizhou,China,Dong Sheng Li,1981,"48,471","25,270",930,"48,590","9,670",tcl
753,753,Huatai Securities,Diversified Financials,Nanjing,China,Yi Zhou,1990,"14,372","6,040","2,060","126,570","12,740",huatai-securities
754,754,Kellogg,"Food, Soft Beverages, Alcohol & Tobacco","Battle Creek, Michigan",United States,Steven Cahillane,1906,"31,000","14,180","1,490","18,180","23,530",kellogg
755,755,Inner Mongolia Yili,"Food, Drink & Tobacco",Hohhot,China,", Osamu Tsuji",na,"59,159","16,520","1,380","12,940","37,830",inner-mongolia-yili
756,756,WPP,Media,London,United Kingdom,Mark Julian Read,1971,"109,382","17,610",877,"38,050","14,800",wpp
757,757,Omnicom Group,Media,"New York, New York",United States,John D. Wren,1986,"71,700","14,270","1,290","26,150","16,350",omnicom-group
758,758,Sekisui House,Construction,Osaka,Japan,Toshinori Abe,1960,"24,775","23,390","1,390","24,310","11,780",sekisui-house
759,759,Cheniere Energy,Oil & Gas Operations,"Houston, Texas",United States,Jack A. Fusco,1983,"1,550","17,640","-2,340","43,110","34,520",cheniere-energy
760,760,Sandvik,Capital Goods,Stockholm,Sweden,Stefan Widing,1862,"44,133","11,610","1,760","17,860","26,550",sandvik
761,761,Siam Cement,Chemicals,Bangkok,Thailand,Roongrote Rangsiyopash,1913,na,"16,560","1,470","25,780","12,800",siam-cement
762,762,East Japan Railway,Transportation,Tokyo,Japan,Tetsuro Tomita,1987,"71,973","17,670","-3,340","78,230","20,310",east-japan-railway
763,763,Abu Dhabi Commercial Bank,Banking,Abu Dhabi,United Arab Emirates,Ala'a Mohamed Atta Khalil Eraiqat,1985,"6,500","4,230","1,380","119,870","19,450",abu-dhabi-commercial
764,764,Huishang Bank,Banking,Hefei,China,Ren Fu Zhang,1997,"10,701","10,260","1,700","217,180","4,430",huishang-bank
765,765,Great Wall Motor,Consumer Durables,Baoding,China,Feng Ying Wang,1984,"77,934","20,520","1,040","27,520","13,080",great-wall-motor
766,766,Haitong Securities,Diversified Financials,Shanghai,China,Jun Li,1988,"11,631","7,800","1,990","116,880","9,560",haitong-securities
767,767,Dongfeng Motor Group,Consumer Durables,Wuhan,China,Shohei Yamazaki,1969,"122,061","17,500","1,760","50,170","6,230",dongfeng-motor-group
768,768,China Reinsurance Group,Insurance,Beijing,China,Chunlei He,1996,"49,431","25,390",985,"75,220","3,900",china-reinsurance-group
769,769,Henderson Land,Construction,Hong Kong,Hong Kong,"Ka Kit Lee, Ka Shing Lee",1976,"10,059","3,070","1,700","70,580","20,390",henderson-land
770,770,Samsung SDI,Technology Hardware & Equipment,Yongin,South Korea,Young-Hyun Jun,1970,"11,315","11,840","1,020","21,730","32,160",samsung-sdi
